"KodeUnit","Norek","NamaRekening","Netral","vblok",
"14","130200030","PAJAJARAN AMDINI MEGAH PT.","False","False",
"14","130200031","BAPAK HERMAN SUHARDI/TEKLIE","False","False",
"14","130200032","PUSKOPABRI","False","False",
"14","130200033","PUSKOVERI","False","False",
"14","130200034","RIZKITA LESTARI UTAMA PT.","False","False",
"14","130200035","PT. AMUCO AGUNG MULIA","False","False",
"14","130200036","SARANA KARINDO PT.","False","False",
"14","130200037","SUGIH INSTRUMENDO ABADI PT.","False","False",
"14","130200038","SANTINI JAYA MEGAH PT.","False","False",
"14","130200039","SANKEI MEDICAL INDUSTRI","False","False",
"14","130200040","SINAR BARU PT.","False","False",
"14","130200041","SUMBER MURNI INDAH PT.","False","False",
"14","130200042","SINAR CATURINDO PT.","False","False",
"14","130200043","DHARMA MEDIPRO PT.","False","False",
"14","130200044","SINAR SURYA PD.","False","False",
"14","130200045","SITU HIANG CV.","False","False",
"14","130200046","SWASTHI PARAMA MULYA","False","False",
"14","130200047","SINAR HARAPAN CV.","False","False",
"14","130200048","SUTEX MITRA PT.","False","False",
"14","130200049","SINAR JAYA RIBAWAN ASRI","False","False",
"14","130200051","MEIYA BUTTON INDUSTRY PT.","False","False",
"14","130200053","SANKEINDO","False","False",
"14","130200054","TRIO REKA KRIDA PT.","False","False",
"14","130200055","UNITED KINGLAND PT.","False","False",
"14","130200056","WILSON TUNGGAL P. PT.","False","False",
"14","130200057","WIRAJAYA PT.","False","False",
"14","130200058","WAHANA KARET PERSADA","False","False",
"14","130200059","WAHANA SEJAHTERA PT.","False","False",
"14","130200060","WANGI JAYA ABADI CV.","False","False",
"14","130200061","KARYA BUDI EKATAMA PT.","False","False",
"14","130200062","SURI AGUNG PT.","False","False",
"14","130200063","TUAH NAGA SAKTI PT.","False","False",
"14","130200064","PT.UNIVERSAL SINERGI DINAMIKA","False","False",
"14","130200065","CITRA BAKTI MARGA MANUNGGAL PT.","False","False",
"14","130200066","BADAN PENGKAJIAN DAN PENERAPAN TEKNOLOGI (BPPT)","False","False",
"14","130200067","MITRA OLAH BUMI PT.","False","False",
"14","130200068","PUSAT STANDARISASI DEPERINDAG RI","False","False",
"14","130200069","PT.HUTAMA PRIMA","False","False",
"14","130200070","KARYA MULTI NIAGA MANDIRI","False","False",
"14","130200071","RYOWA INTERNATIONAL","False","False",
"14","130200072","BPK.ENDANG SOPARI","False","False",
"14","130200073","SWADAYA CV.","False","False",
"14","130200074","KARNAVIN CV.","False","False",
"14","130200075","BAPAK KARMAN","False","False",
"14","031030000","NON TANAMAN","False","False",
"14","130100004","CENTRO TRADE RUBBER","False","False",
"14","130200076","SINAR TOBOALI PT.","False","False",
"14","130227199","PT.JESINDO PRAKARSA","False","False",
"14","130227200","CV.JANGKARMAS INDONESIA","False","False",
"14","130227201","IBIS MAKASAR HOTEL","False","False",
"14","130227202","HARIYONO","False","False",
"14","130227203","CV.HIDUP BAHAGIA","False","False",
"14","130227204","CV.MY LINE ART EDUCATION","False","False",
"14","130227205","CV. MEGATAMA DISTRIBUTION","False","False",
"14","130227206","PP UNIVERSITY","False","False",
"14","130227207","PT.HOTEL JIEXPO","False","False",
"14","130227208","MOCH ABDUL SALAM","False","False",
"14","130227209","WISATA PUTERA","False","False",
"14","130227210","CV.SURYA TIMUR RAYA","False","False",
"14","130227211","PT.YASUDACO","False","False",
"14","130227212","CLOVE GARDEN HOTEL & RESIDENCE","False","False",
"14","130227213","CV. MEGAH AGUNG SURYA","False","False",
"14","130227214","PT. SERASI ELITINDO","False","False",
"14","130227215","PT. MANDIRI AMAN SEKAWAN ABADI","False","False",
"14","130227216","CV. SWISS","False","False",
"14","130227217","CV. KARYA MITRA JANGKAR","False","False",
"14","130227218","PT. SUMBER KARYA INDONESIA","False","False",
"14","130227219","ANANTA WIBOWO","False","False",
"14","130227220","PT. ANDALAN PRIMA INDONESIA","False","False",
"14","130227221","PT. LIPPO KARAWACI, TBK","False","False",
"14","130227222","PT. WIRA ERINDO SEJAHTERA","False","False",
"14","130227223","PT. JAKARTA INTERNATIONAL HOTEL & DEVELOPMENT,TBK","False","False",
"14","130227224","PT. MARINA","False","False",
"14","130227225","PT. PULAU EMAS CEMERLANG","False","False",
"14","130227226","PT. CAHAYA LESTARI TEGUH","False","False",
"14","130227227","PT.CAHAYA PUTRA INDAH","False","False",
"14","130227228","PT. SUMBER PANGAN SEJAHTERA","False","False",
"14","130227229","PT. NAT DISTRIBUSI INDONESIA","False","False",
"14","130227230","CV. DISTRIBUSINDO BINTANG","False","False",
"14","130227231","CV. INDONICO PUTRA","False","False",
"14","13023****","PIUTANG LOKAL KINA","False","False",
"14","130230001","SIL PT.","False","False",
"14","13024****","PIUTANG LOKAL KAKAO","False","False",
"14","130240001","GENERAL FOOD PT.","False","False",
"14","130240002","MERIDIAN","False","False",
"14","13028****","PIUTANG LOKAL GUTHA PERCHA","False","False",
"14","130280001","ARYANTO MAJU PERKASA PT.","False","False",
"14","130280002","CENTRAL NUBIRA CV.","False","False",
"14","130280003","ELANG PERDANA TI. PT.","False","False",
"14","130280004","GAJAH TUNGGAL PT.","False","False",
"14","130280005","GELPI KURNIA LESTARI PT.","False","False",
"14","130280006","MANGUN SITEPOE DR.","False","False",
"14","130280007","MITRA JAYA ABADI CV.","False","False",
"14","130280008","SHANK INDO EXOTICA PT.","False","False",
"14","130280009","INDOHAM","False","False",
"14","130290000","PENYISIHAN PIUTANG LOKAL","False","False",
"14","131010000","PT.BARA SAKTI","False","False",
"14","131010001","KOP.WARGA PERKEBUNAN (KWP)","False","False",
"14","131010002","A T I","False","False",
"14","131010003","ANEKA BAN CV.","False","False",
"14","131010004","ELTEMEX/VAN REES","False","False",
"14","131010005","SINAR MALUKU PT.","False","False",
"14","131010006","PUCUKMAS TIGADAUN","False","False",
"14","131010007","CAHAYA JAYA GUNA CV.","False","False",
"14","131010008","SITI AZIMAH","False","False",
"14","131010009","H. MOCH SYAFEI","False","False",
"14","131010010","LINGGASARI PT.","False","False",
"14","131010011","CIPTA NIAGA PT.","False","False",
"14","131010012","SURYA LOGAM PT.","False","False",
"14","131010013","PBB, 1998","False","False",
"14","131010014","WANA LESTARI PT.","False","False",
"14","131010015","IBU DASRIL","False","False",
"14","131010016","BIO BOGOR PT.","False","False",
"14","131010017","MEGAPRIMA PERTIWI PT.","False","False",
"14","131010018","DISPENDA BOGOR (REST.AIR)","False","False",
"14","131010019","ANSYAR WIRADISASTRA","False","False",
"14","131010020","PRIMA MUSTIKA CHANDRA PT.","False","False",
"14","131010021","SUMBER MURNI INDAH JAYA PT.","False","False",
"14","131010022","SARI MITRA UTAMA PT. - BOGOR","False","False",
"14","131010023","ASURANSI BINTANG","False","False",
"14","131010024","ASURANSI JASA TANIA","False","False",
"14","131010025","BPTK GAMBUNG","False","False",
"14","131010026","PARUNG SEAH","False","False",
"14","131010027","PPH Psl.21 TIMNAK","False","False",
"14","131010028","INTI KAWI MANDIRI PT.","False","False",
"14","131010029","PUTINDO PT.","False","False",
"14","131010030","TOKO BERJUANG","False","False",
"14","131010031","TUNGGAL JAYA PT.","False","False",
"14","131010032","YUSUP","False","False",
"14","131010033","SAFIRA PT.","False","False",
"14","131010034","OROBAN PT.","False","False",
"14","131010035","BINTANG SEMESTA PT.","False","False",
"14","131010036","MULYADI MULYA","False","False",
"14","131010037","CITRA FERINDO PT.","False","False",
"14","131010038","BNI 1946","False","False",
"14","131010039","PIUTANG CV ANUGRAH","False","False",
"14","131010040","WANGI JAYA ABADI PT.","False","False",
"14","131010041","GAJAH TUNGGAL PT.","False","False",
"14","131010042","KOPERASI NUANSA SENJA","False","False",
"14","131010043","RISNA CV.","False","False",
"14","131010044","MUSLIHAT JAYA MEKAR CV.","False","False",
"14","131010045","PA.SUMBER SARI","False","False",
"14","131010046","CV.RIZKITA LESTARI","False","False",
"14","131010047","PT.SUKAPURA KARYA MANDIRI","False","False",
"14","131010048","CV.SINAR HARAPAN","False","False",
"14","131010049","PT.SITU HIANG","False","False",
"14","131010050","KUD KALAPA NUNGGAL","False","False",
"14","131010051","CV. SEJAHTERA JAYA","False","False",
"14","131010052","PT KURNIA PRAYA SUKSES","False","False",
"14","131010053","CV. GUNA PUTRA PRATAMA","False","False",
"14","131010054","MA. MEKAR RUBBER INDUSTRY","False","False",
"14","131010055","PT. MELANIA INDONESIA","False","False",
"14","131010056","BADAN TENAGA NUKLIR NASIONAL (BATAN)","False","False",
"14","131010057","IR. SUGIAT","False","False",
"14","131010058","PD. SINAR SURYA BOGOR","False","False",
"14","131010059","BPP. TEKNOLOGI","False","False",
"14","131010060","LEMBAGA ILMU PENGETAHUAN INDONESIA (LIPI)","False","False",
"14","131010061","KUD BISMA-BANJAR","False","False",
"14","131010062","KTNA - SUBANG","False","False",
"14","131010063","PUSAT STANDARISASI DEPT. PERINDUSTRIAN PERDAGANGAN","False","False",
"14","131010064","MAKLOON/JASA PENGEPAKAN TEH","False","False",
"14","131010065","KOPERASI PETANI KARET MEKAR MUKTI","False","False",
"14","131010066","SEWA GUDANG BEBAN PEMBELI","False","False",
"14","131010100","PIUTANG MUTIARA SEWU","False","False",
"14","131010200","PIUTANG MONANG SEDJATI","False","False",
"14","131010300","PIUTANG GALATA GUNA","False","False",
"14","131010400","PIUTANG PUSKOPKAR/KOPKAR","False","False",
"14","131010500","PIUTANG VTP","False","False",
"14","131010600","PIUTANG GEL","False","False",
"14","131010700","PIUTANG UUO","False","False",
"14","131010800","PIUTANG EKS. PENJUALAN KELAPA","False","False",
"14","131010900","NADIA LESTARI","False","False",
"14","131011000","MEKAR RAHAYU","False","False",
"14","131011100","AGRINTARA","False","False",
"14","131011200","KARTI WANAARTA","False","False",
"14","131011300","NUSANTARA","False","False",
"14","131011400","NUSAMBA INDAH","False","False",
"14","131011500","LEMAH SUGIH","False","False",
"14","131011600","NYALINDUNG","False","False",
"14","131011700","PADAKERSA PT.","False","False",
"14","131011800","PA SAMUDRA","False","False",
"14","131011900","IR.H.SUGIAT","False","False",
"14","131012000","PT. SINARJAYA RIBAWAN ASRI","False","False",
"14","131012100","AGUS MULYADI","False","False",
"14","131020000","PIUTANG IKATAN PERKEBUNAN","False","False",
"14","131020001","PIUTANG INDOHAM","False","False",
"14","131030000","KOPERASI (K3D)","False","False",
"14","131040000","ANDIL BIAYA","False","False",
"14","131050000","PIUTANG PADA PIHAK-III","False","False",
"14","131060000","CLAIM ASSURANSI","False","False",
"14","131070000","TITIPAN PIUTANG KEBUN","False","False",
"14","131080000","PIUTANG PLASMA","False","False",
"14","131090000","H.U.SINAR TANI","False","False",
"14","131100000","H.U.SUARA KARYA","False","False",
"14","131110000","PENYISIHAN PIUTANG","False","False",
"14","131120000","TITIPAN PENDAPATAN","False","False",
"14","131200001","JAMINAN PLN","False","False",
"14","131200002","JAMINAN TELKOM","False","False",
"14","131200003","JAMINAN TABUNG ZAT ASAM","False","False",
"14","131200004","PABRIK TEH HIJAU JEPANG","False","False",
"14","132000000","PENCAIRAN WESEL","False","False",
"14","135000000","PIUTANG PETANI","False","False",
"14","137000000","PIUTANG SANGSI","False","False",
"14","138000000","CADANGAN PIUTANG SANGSI","False","False",
"14","140000000","UANG MUKA PEMBORONG","False","False",
"14","141010000","U/M. BAHAN BAKAR","False","False",
"14","141020000","U/M V.T.P JAKARTA","False","False",
"14","141030000","U/M IMPORT IDA","False","False",
"14","422******","ASURANSI","False","False",
"14","422010000","ASURANSI PERSEDIAAN","False","False",
"14","422020000","ASURANSI KENDARAAN","False","False",
"14","422030000","ASURANSI KEBAKARAN","False","False",
"14","422040000","ASS/CIT & CIS","False","False",
"14","422050000","ASURANSI ANGKUTAN DARAT/LAUT","False","False",
"14","422060000","ASURANSI GEMPA BUMI","False","False",
"14","423******","BIAYA KEAMANAN","False","False",
"14","423010000","SATPAM/CENTENG/WAKER","False","False",
"14","423020000","GARDU JAGA","False","False",
"14","423030000","ALAT PEMADAM KEBAKARAN","False","False",
"14","423040000","PAKAIAN HANSIP/SATPAM","False","False",
"14","423050000","PENGAMANAN LAHAN (Polisi,Wartawan,LSM,Dll)","False","False",
"14","424******","BIAYA PENERANGAN","False","False",
"14","424010000","UPAH","False","False",
"14","424020000","BAHAN BAKAR","False","False",
"14","424030000","PELUMAS","False","False",
"14","424040000","BOLA LAMPU","False","False",
"14","424050000","REKENING LISTRIK PLTD","False","False",
"14","424050100","PLTD U/ PERUMAHAN","False","False",
"14","424050200","PLTD U/ PENERANGAN BANG.PERUSAHAAN","False","False",
"14","424060000","GAS","False","False",
"14","424070000","REKENING LISTRI PLTA","False","False",
"14","424070100","PLTA U/ PERUMAHAN","False","False",
"14","424070200","PLTA U/ PENERANGAN BANG.PERUSAHAAN","False","False",
"14","424080000","REKENING LISTRIK PLN","False","False",
"14","424080100","PLN U/ PERUMAHAN TARIF R-1","False","False",
"14","424080200","PLN U/ PERUMAHAN TARIF INDUSTRI","False","False",
"14","424080300","PLN U/ PENERANGAN BANG.PERUSAHAAN","False","False",
"14","424090000","INSTALASI LISTRIK","False","False",
"14","424100000","SUBSIDI UNTUK PENERANGAN RUMAH KARYAWAN","False","False",
"14","425******","BIAYA PERSEDIAAN AIR","False","False",
"14","425010000","UPAH","False","False",
"14","425020000","BAHAN BAKAR","False","False",
"14","425030000","MINYAK PELUMAS","False","False",
"14","425040000","REKENING AIR/KWH","False","False",
"14","425050000","INSTALASI","False","False",
"14","425060000","TANGKI/BAK AIR","False","False",
"14","425070100","BIAYA PLN","False","False",
"14","425070200","BIAYA PLTD","False","False",
"14","425070300","BIAYA PLTA","False","False",
"14","426******","BIAYA ATK DAN KOMUNIKASI","False","False",
"14","426010000","ALAT KANTOR/TULIS","False","False",
"14","426020000","TELEPON DAN BENDA POS","False","False",
"14","426030000","BIAYA ANGKUTAN POS","False","False",
"14","426040000","PEMBUATAN RJP/RKAP/PMK/LM","False","False",
"14","426050000","LANGGANAN KORAN/MAJALAH","False","False",
"14","426060000","BIAYA BANK/PENGAWALAN UANG","False","False",
"14","426070000","SELISIH OPNAME","False","False",
"14","426080000","BIAYA RAPAT","False","False",
"14","426090000","BIAYA KOMPUTERISASI","False","False",
"14","426100000","BIAYA/IURAN INTERNET-ISDN","False","False",
"14","426110000","BIAYA ARSIP/DOKUMEN","False","False",
"14","426120000","BIAYA FOTO COPY","False","False",
"14","426130000","BIAYA PROMOSI","False","False",
"14","426140000","BIAYA INSENTIF","False","False",
"14","427000000","BIAYA KANTOR MANWIL","False","False",
"14","428000000","BIAYA DEPARTEMEN PERTANIAN","False","False",
"14","430******","BIAYA DEWAN KOMISARIS","False","False",
"14","430010000","GAJI","False","False",
"14","430010100","PPH DEWAN KOMISARIS","False","False",
"14","430020000","PENGOBATAN","False","False",
"14","430030000","SPJ","False","False",
"14","430040000","PINDAH","False","False",
"14","430050000","TASPEN","False","False",
"14","430060000","MOLES","False","False",
"14","430070000","BIAYA RAPAT","False","False",
"14","430080000","LAIN-LAIN","False","False",
"14","433000000","BIAYA KANTOR PENGHUBUNG","False","False",
"14","441******","BIAYA ANGKUTAN","False","False",
"14","441010000","BIAYA ANGKUTAN NEGARA","False","False",
"14","441020000","BIAYA ANGKUTAN SWASTA","False","False",
"14","441030000","BIAYA ANGKUTAN PUBLIK","False","False",
"14","441040000","BIAYA KONSUL PAJAK","False","False",
"14","442000000","TEAM PROYEK","False","False",
"14","490000000","BIAYA PENYUSUTAN KEBUN","False","False",
"14","490000100","BIAYA PENYUSUTAN TANAMAN","False","False",
"14","490000101","PENYUTANAN TANAMAN EX KANPUS","False","False",
"14","490000200","BIAYA PENYUSUTAN NON TANAMAN","False","False",
"14","490000201","PENYUSUTAN NON TANAMAN EX KANPUS","False","False",
"14","490100000","BIAYA PENYUSUTAN REKENING 04","False","False",
"14","491000000","PENYUSUTAN KANTOR DIREKSI","False","False",
"14","491010000","BIAYA PENYUSUTAN BANGUNAN RUMAH","False","False",
"14","491020000","BIAYA PENYUSUTAN BANGUNAN PERUSAHAAN","False","False",
"14","491050000","BIAYA PENYUSUTAN ALAT ANGKUTAN","False","False",
"14","491060000","BIAYA PENYUSUTAN ALAT PERTANIAN & INV KECIL","False","False",
"14","491070000","BIAYA PENYUSUTAN AKTE PENDIRIAN PTPN VIII","False","False",
"14","492000000","PENYUSUTAN BENGKEL INDUK","False","False",
"14","493000000","PENYUSUTAN RUMAH SAKIT","False","False",
"14","500******","GAJI STAF HORTIKULTURA","False","False",
"14","5000001**","GAJI STAF TANAMAN","False","False",
"14","500000100","GAJI","False","False",
"14","500000101","CUTI TAHUNAN","False","False",
"14","500000102","PAKAIAN KERJA","False","False",
"14","500000103","ASSURANSI KECELAKAAN DIRI/MOLES","False","False",
"14","500000104","JAMSOSTEK","False","False",
"14","500000105","DAPENBUN","False","False",
"14","500000106","DETASERING","False","False",
"14","500000107","TUNJANGAN PPH","False","False",
"14","500000108","TUNJANGAN TRANSPORT","False","False",
"14","500000109","TUNJANGAN KOMUNIKASI","False","False",
"14","500000110","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"14","500000111","TUNJANGAN TETAP","False","False",
"14","500000112","TUNJANGAN STRUKTURAL","False","False",
"14","500000113","TUNJANGAN JABATAN","False","False",
"14","500000114","TUNJANGAN KHUSUS","False","False",
"14","500000115","TUNJANGAN HARI KEAGAMAAN","False","False",
"14","500000116","TUNJANGAN SANSOS","False","False",
"14","5000002**","GAJI STAF PENGOLAHAN","False","False",
"14","500000200","GAJI","False","False",
"14","500000201","CUTI TAHUNAN/PANJANG","False","False",
"14","500000202","PAKAIAN KERJA","False","False",
"14","500000203","ASSURANSI KECELAKAAN DIRI/MOLES","False","False",
"14","500000204","JAMSOSTEK","False","False",
"14","500000205","DAPENBUN","False","False",
"14","500000206","DETASERING","False","False",
"14","500000207","TUNJANGAN PPH","False","False",
"14","500000208","TUNJANGAN TRANSPORT","False","False",
"14","500000209","TUNJANGAN KOMUNIKASI","False","False",
"14","500000210","TUNJANGAN BBM/SEPEDA MOTOR","False","False",
"14","500000211","TUNJANGAN TETAP","False","False",
"14","500000212","TUNJANGAN STRUKTURAL","False","False",
"14","500000213","TUNJANGAN JABATAN","False","False",
"14","500000214","TUNJANGAN KHUSUS","False","False",
"14","500000215","TUNJANGAN HARI RAYA KEAGAAAN","False","False",
"14","500000216","TUNJANGAN SANSOS","False","False",
"14","501******","BIAYA PEMELIHARAAN HORTIKULTURA","False","False",
"14","50101****","GAJI PENGAWAS/MANDOR","False","False",
"14","501010100","GAJI","False","False",
"14","501010200","TUNJANGAN","False","False",
"14","50102****","UPAH PENGAWAS/MANDOR","False","False",
"14","501020100","UPAH PENGAWAS TETAP","False","False",
"14","501020200","UPAH PENGAWAS LEPAS","False","False",
"14","501020300","PREMI LEMBUR","False","False",
"14","50103****","PEMBUATAN/PEMELIHARAAN JALAN & SAL.AIR","False","False",
"14","501030100","JALAN","True","True",
"14","501030200","SALURAN AIR","True","True",
"14","501030300","TERAS","True","True",
"14","501030400","ALAT DAN PERLENGKAPAN","True","True",
"14","501030900","EAP","True","True",
"14","50104****","PERSIAPAN LAHAN/MENANAM/MENYISIP/MENYULAM","False","False",
"14","5010401**","PERSIAPAN LAHAN","False","False",
"14","501040101","MENGUKUR/SURVEY LAHAN","True","True",
"14","501040102","NYACAR","True","True",
"14","501040103","TEBAS/TEBANG","True","True",
"14","501040104","BONGKAR TUNGGUL","True","True",
"14","501040105","RUMPUK BAKAR/NYASAP","True","True",
"14","501040106","PEMBUATAN TERAS","True","True",
"14","501040107","MENGGARPU/CANGKUL DALAM","True","True",
"14","501040108","NGARAG/BUANG SISA AKAR","True","True",
"14","501040109","ALAT & PERLENGKAPAN","True","True",
"14","5010402**","PERSIAPAN MENANAM","False","False",
"14","501040201","AJIR LUBANG","True","True",
"14","501040202","MEMBUAT LUBANG TANAM","True","True",
"14","143000000","IWAN HARTADI WIBAWA","False","False",
"14","143000001","AKHMAD BUDI SANTOSO","False","False",
"14","143000002","FIRDAUS ZEIN","False","False",
"14","143000003","CAHYADI, SP","False","False",
"14","143000004","DASEP SUKMARA","False","False",
"14","143000006","NANDANG SUKANDAR","False","False",
"14","143000007","ASEP SUBARAN","False","False",
"14","143000008","WAWAN HERMAWAN,SP","False","False",
"14","143000010","DEDI SUANGSA PUTRA","False","False",
"14","143000011","SOMANTRI KOMAR","False","False",
"14","050001937","TUNJANGAN PPH","False","False",
"14","050100703","MENANAM BIBIT DI POLIBAG","False","False",
"14","050100704","PEMBERIAN MULCHING","False","False",
"14","0501008**","MENYIANG","False","False",
"14","050100801","PENYIANGAN","False","False",
"14","050100802","BARANG BAHAN","False","False",
"14","0501009**","PEMUPUKAN","False","False",
"14","050100901","PUPUK KIMIA","False","False",
"14","050102000","BIAYA TAHUN LALU","False","False",
"14","050109901","DIPINDAHKAN KE PESEMAIAN TEGAKAN","False","False",
"14","050109902","DIPINDAHKAN KE PESEMAIAN POLYBAG","False","False",
"14","050109903","DIPINDAHKAN KE KEBUN SEINDUK","False","False",
"14","050109904","DIPINDAHKAN KE PIHAK KE III","False","False",
"14","050109905","DIPINDAHKAN KE TTI","False","False",
"14","050109906","DIPINDAHKAN KE TBM","False","False",
"14","050190104","JAMSOSTEK","False","False",
"14","050190105","DAPENBUN","False","False",
"14","050190111","TUNJANGAN TETAP","False","False",
"14","051******","PROYEK DALAM PENYELESAIAN","False","False",
"14","05101****","BANGUNAN RUMAH","False","False",
