"KodeUnit","tanggal","waktu","noinput","nobuku","tglfaktur","nofaktur","nama","alamat","KodeAfdeling","KodeBudidaya","nourut","kodebarang","qtyminta","qty","ppn","status","nilai","norek","netral","jml_fisik","kdblok","keterangan","Penjelasan","tglkom","namauser","thntnm","KMK",
"14","21-12-2016 00:00:00","10:49:32","A58201612-00265","A58201612-V00265","21-12-2016 00:00:00","","AFD.TALUN","","11","02","002","00301007","25","25","False","","184491,949699054","602130000","","0","1600","","","22-12-2016 00:00:00","tup","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01504927","0","0","False","","0","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01902389","0","0","False","","-0,126962594687939","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01902390","0","0","False","","0,171549156308174","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","01-12-2016 00:00:00","09:04:01","A58201612-00005","A58201612-V00005","01-12-2016 00:00:00","","AFD.SUKATINGGAL","","10","02","001","00301007","30","30","False","","219983,709677419","602130000","","0","2000","","","09-12-2016 00:00:00","tup","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01504959","0","0","False","","0","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01505036","0","0","False","","0","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","01-12-2016 00:00:00","00:00:00","SALDO AWAL","","01-01-1900 00:00:00","","","","","","001","01505130","0","0","False","","0","","","0","","","","07-12-2016 07:59:10","TUTUP_BUKU","","01",
"14","21-12-2016 00:00:00","10:52:26","A58201612-00266","A58201612-V00266","21-12-2016 00:00:00","","AFD.TALUN","","11","02","001","00201425","21","21","False","","87528","601070500","2011","0","1900","","","22-12-2016 00:00:00","tup","","01",
"14","21-12-2016 00:00:00","10:52:26","A58201612-00266","A58201612-V00266","21-12-2016 00:00:00","","AFD.TALUN","","11","02","002","00301007","10","10","False","","73796,7804024497","601070500","2011","0","1900","","","22-12-2016 00:00:00","tup","","01",
"14","21-12-2016 00:00:00","10:53:48","A58201612-00267","A58201612-V00267","21-12-2016 00:00:00","","AFD.TALUN","","11","02","001","00202133","9","9","False","","358183,116691285","601050200","2001","0","2700","","","22-12-2016 00:00:00","tup","","01",
"14","27-12-2016 00:00:00","12:32:17","A58201612-00383","A58201612-V00383","27-12-2016 00:00:00","","AFD.LODAYA","","14","02","001","00202133","14","14","False","","557173,740752254","601050200","1986","0","0600","","","28-12-2016 00:00:00","tup","","01",
"14","24-12-2016 00:00:00","13:26:46","A58201612-00346","A58201612-V00346","24-12-2016 00:00:00","","PABRIK SANTOSA","","20","02","001","01200071","320","320","False","","7615178,12794613","605040000","0200","0","","","","31-12-2016 00:00:00","tup","","01",
"14","24-12-2016 00:00:00","13:26:46","A58201612-00346","A58201612-V00346","24-12-2016 00:00:00","","PABRIK SANTOSA","","20","02","002","01200067","320","320","False","","49920","605040000","0200","0","","","","31-12-2016 00:00:00","tup","","01",
"14","24-12-2016 00:00:00","13:26:46","A58201612-00346","A58201612-V00346","24-12-2016 00:00:00","","PABRIK SANTOSA","","20","02","003","01200478","16","16","False","","1742265,30232558","605040000","0200","0","","","","31-12-2016 00:00:00","tup","","01",
"14","21-12-2016 00:00:00","10:48:57","A58201612-00263","A58201612-V00263","21-12-2016 00:00:00","","AFD.SUKATINGGAL","","10","02","001","00201425","14","14","False","","58352","601070500","1978","0","0900","","","22-12-2016 00:00:00","tup","","01",
"14","21-12-2016 00:00:00","10:48:57","A58201612-00263","A58201612-V00263","21-12-2016 00:00:00","","AFD.SUKATINGGAL","","10","02","002","00301007","6","6","False","","44278,0695433599","601070500","1978","0","0900","","","22-12-2016 00:00:00","tup","","01",
"14","23-12-2016 00:00:00","09:00:51","A53201612-00030","A53201612-V00030","23-12-2016 00:00:00","","AFD.SANTOSA","SANTOSA","","02","001","00301032","0","84","False","2","6006000","196220000","","0","","","","29-12-2016 00:00:00","tup","","01",
"14","24-12-2016 00:00:00","13:26:46","A58201612-00346","A58201612-V00346","24-12-2016 00:00:00","","PABRIK SANTOSA","","20","02","004","01200573","16","16","False","","816000","605040000","0200","0","","","","31-12-2016 00:00:00","tup","","01",
"14","20-12-2016 00:00:00","09:34:08","A58201612-00255","A58201612-V00255","20-12-2016 00:00:00","","AFD.LODAYA","","14","02","001","00301007","30","30","False","","221297,840236686","602130000","","0","0600","","","22-12-2016 00:00:00","tup","","01",
"14","20-12-2016 00:00:00","09:34:08","A58201612-00255","A58201612-V00255","20-12-2016 00:00:00","","AFD.LODAYA","","14","02","002","00301007","15","15","False","","110648,920118343","602130000","","0","3500","","","22-12-2016 00:00:00","tup","","01",
